num,target
34211,송파구
34212,수영장
34213,수요일
34214,술취한 사람
34215,숨을안쉬다
34216,시청
34217,신고하세요(경찰)
34218,심장마비
34219,아기
34220,아이들
34221,어린이
34222,아내
34223,아들
34224,아빠
34225,아저씨
34226,아줌마
34227,아파트
34228,인대
34229,안방
34230,알려주세요
34231,앞
34232,앞집
34233,약국
34234,약사
34235,양천구
34236,어깨
34237,어제
34238,어지러움
34239,언니
34240,얼굴
34241,엄마
34242,엘리베이터
34243,여자친구
34244,여학생
34245,연기
34246,연락해주세요
34247,열
34248,열나다
34249,열어주세요
34250,엽총
34251,영등포구
34252,옆집
34253,옆집 아저씨
34254,옆집 할아버지
34255,옆집사람
34256,옆쪽
34257,오늘
34258,오른쪽
34259,오른쪽-귀
34260,오른쪽-눈
34261,오빠
34262,옥상
34263,올해
34264,왼쪽
34265,왼쪽-귀
34266,왼쪽-눈
34267,욕실
34268,용산구
34269,우리집
34270,운동장
34271,월요일
34272,위
34273,위에
34274,위협
34275,윗집
34276,윗집사람
34277,유리
34278,유치원
34279,유치원 버스
34280,은평구
34281,음식물
34282,응급대원
34283,응급처리
34284,의사
34285,이마
34286,이물질
34287,이번
34288,이상한사람
34289,이웃집
34290,일요일
34291,임산부
34292,임신한아내
34293,자동차
34294,자살
34295,자상
34296,작년
34297,작은방
34298,장난감
34299,장단지
34300,절단
34301,제초제
34302,조난
34303,종로구
34304,주
34305,중구
34306,중랑구
34307,지난
34308,지혈대
34309,진통제
34310,질식
34311,집
34312,집단폭행
34313,차밖
34314,차안
34315,창문
34316,창백하다
34317,체온계
34318,총
34319,추락
34320,축사
34321,출산
34322,출혈
34323,피나다
34324,친구
34325,침수
34326,칼
34327,코
34328,택시
34329,토요일
34330,토하다
34331,통학버스
34332,트랙터
34333,트럭
34334,파도
34335,파편
34336,팔
34337,팔꿈치
34338,폭발
34339,폭탄
34340,폭우
34341,폭행
34342,학교
34343,학생
34344,할머니
34345,할아버지
34346,함몰되다
34347,해(연)
34348,해독제
34349,해열제
34350,허리
34351,허벅지
34352,현관
34353,현관앞
34354,협박
34355,형
34356,호흡곤란
34357,호흡기
34358,홍수
34359,화상
34360,화약
34361,화요일
34362,화장실
34363,화재
34364,0
34365,1
34366,2
34367,3
34368,4
34369,5
34370,6
34371,7
34372,8
34373,9
34374,10
34375,11
34376,12
34377,13
34378,14
34379,15
34380,16
34381,17
34382,18
34383,19
34384,20
34385,21
34386,22
34387,23
34388,24
34389,25
34390,26
34391,27
34392,28
34393,29
34394,30
34395,31
34396,32
34397,33
34398,34
34399,35
34400,36
34401,37
34402,38
34403,39
34404,40
34405,41
34406,42
34407,43
34408,44
34409,45
34410,46
34411,47
34412,48
34413,49
34414,50
34415,51
34416,52
34417,53
34418,54
34419,55
34420,56
34421,57
34422,58
34423,59
34424,60
34425,61
34426,62
34427,63
34428,64
34429,65
34430,66
34431,67
34432,68
34433,69
34434,70
34435,71
34436,72
34437,73
34438,74
34439,75
34440,76
34441,77
34442,78
34443,79
34444,80
34445,81
34446,82
34447,83
34448,84
34449,85
34450,86
34451,87
34452,88
34453,89
34454,90
34455,91
34456,92
34457,93
34458,94
34459,95
34460,96
34461,97
34462,98
34463,99
34464,100
34465,112
34466,119
34467,1000
34468,10000
34469,가렵다
34470,가스
34471,가슴
34472,가시
34473,각목
34474,갇히다
34475,감금
34476,감전
34477,강
34478,강남구
34479,강동구
34480,강북구
34481,강서구
34482,강풍
34483,개
34484,거실
34485,걸렸다
34486,결박
34487,경운기
34488,경찰
34489,경찰차
34490,계곡
34491,계단
34492,고속도로
34493,고압전선
34494,고열
34495,고장
34496,부러지다
34497,골절
34498,탈골
34499,곰
34500,공사장
34501,공원
34502,놀이터
34503,공장
34504,관악구
34505,광진구
34506,교통사고
34507,구급대
34508,구급대원
34509,구급차
34510,구로구
34511,구청
34512,구해주세요
34513,귀
34514,금가다
34515,금요일
34516,금천구
34517,급류
34518,기절
34519,기절하다
34520,깔리다
34521,끓는물
34522,남자친구
34523,남편
34524,남학생
34525,납치
34526,낫
34527,낯선남자
34528,낯선사람
34529,낯선여자
34530,내년
34531,내일
34532,냄새나다
34533,노원구
34534,논
34535,농약
34536,누나
34537,누수
34538,누전
34539,누출
34540,눈
34541,다리
34542,다음
34543,달(월)
34544,대문앞
34545,도둑
34546,절도
34547,도로
34548,도봉구
34549,독극물
34550,독버섯
34551,독사
34552,동대문구
34553,동생
34554,동작구
34555,동전
34556,두드러기생기다
34557,뒤
34558,뒤통수
34559,등
34560,딸
34561,떨어지다
34562,쓰러지다
34563,뜨거운물
34564,마당
34565,마포구
34566,말려주세요
34567,말벌
34568,맹견
34569,머리
34570,멧돼지
34571,목
34572,목요일
34573,무너지다
34574,붕괴
34575,무릎
34576,문틈
34577,물
34578,밑에
34579,아래
34580,바다
34581,반점생기다
34582,발
34583,발가락
34584,발목
34585,발작
34586,방망이
34587,밭
34588,배
34589,복부
34590,배고프다
34591,뱀
34592,벌
34593,범람
34594,벼락
34595,병원
34596,보건소
34597,보내주세요(경찰)
34598,보내주세요(구급차)
34599,복통
34600,볼
34601,부엌
34602,불
34603,불나다
34604,붕대
34605,비닐하우스
34606,비상약
34607,빌라
34608,뼈
34609,사이
34610,산
34611,살충제
34612,살해
34613,삼키다
34614,서대문구
34615,서랍
34616,서울시
34617,서초구
34618,선반
34619,선생님
34620,성동구
34621,성북구
34622,성폭행
34623,소방관
34624,소방차
34625,소화기
34626,소화전
34627,손
34628,손가락
34629,손목
34630,송파구
34631,수영장
34632,수요일
34633,술취한 사람
34634,숨을안쉬다
34635,시청
34636,신고하세요(경찰)
34637,심장마비
34638,아기
34639,아이들
34640,어린이
34641,아내
34642,아들
34643,아빠
34644,아저씨
34645,아줌마
34646,아파트
34647,인대
34648,안방
34649,알려주세요
34650,앞
34651,앞집
34652,약국
34653,약사
34654,양천구
34655,어깨
34656,어제
34657,어지러움
34658,언니
34659,얼굴
34660,엄마
34661,엘리베이터
34662,여자친구
34663,여학생
34664,연기
34665,연락해주세요
34666,열
34667,열나다
34668,열어주세요
34669,엽총
34670,영등포구
34671,옆집
34672,옆집 아저씨
34673,옆집 할아버지
34674,옆집사람
34675,옆쪽
34676,오늘
34677,오른쪽
34678,오른쪽-귀
34679,오른쪽-눈
34680,오빠
34681,옥상
34682,올해
34683,왼쪽
34684,왼쪽-귀
34685,왼쪽-눈
34686,욕실
34687,용산구
34688,우리집
34689,운동장
34690,월요일
34691,위
34692,위에
34693,위협
34694,윗집
34695,윗집사람
34696,유리
34697,유치원
34698,유치원 버스
34699,은평구
34700,음식물
34701,응급대원
34702,응급처리
34703,의사
34704,이마
34705,이물질
34706,이번
34707,이상한사람
34708,이웃집
34709,일요일
34710,임산부
34711,임신한아내
34712,자동차
34713,자살
34714,자상
34715,작년
34716,작은방
34717,장난감
34718,장단지
34719,절단
34720,제초제
34721,조난
34722,종로구
34723,주
34724,중구
34725,중랑구
34726,지난
34727,지혈대
34728,진통제
34729,질식
34730,집
34731,집단폭행
34732,차밖
34733,차안
34734,창문
34735,창백하다
34736,체온계
34737,총
34738,추락
34739,축사
34740,출산
34741,출혈
34742,피나다
34743,친구
34744,침수
34745,칼
34746,코
34747,택시
34748,토요일
34749,토하다
34750,통학버스
34751,트랙터
34752,트럭
34753,파도
34754,파편
34755,팔
34756,팔꿈치
34757,폭발
34758,폭탄
34759,폭우
34760,폭행
34761,학교
34762,학생
34763,할머니
34764,할아버지
34765,함몰되다
34766,해(연)
34767,해독제
34768,해열제
34769,허리
34770,허벅지
34771,현관
34772,현관앞
34773,협박
34774,형
34775,호흡곤란
34776,호흡기
34777,홍수
34778,화상
34779,화약
34780,화요일
34781,화장실
34782,화재
34783,0
34784,1
34785,2
34786,3
34787,4
34788,5
34789,6
34790,7
34791,8
34792,9
34793,10
34794,11
34795,12
34796,13
34797,14
34798,15
34799,16
34800,17
34801,18
34802,19
34803,20
34804,21
34805,22
34806,23
34807,24
34808,25
34809,26
34810,27
34811,28
34812,29
34813,30
34814,31
34815,32
34816,33
34817,34
34818,35
34819,36
34820,37
34821,38
34822,39
34823,40
34824,41
34825,42
34826,43
34827,44
34828,45
34829,46
34830,47
34831,48
34832,49
34833,50
34834,51
34835,52
34836,53
34837,54
34838,55
34839,56
34840,57
34841,58
34842,59
34843,60
34844,61
34845,62
34846,63
34847,64
34848,65
34849,66
34850,67
34851,68
34852,69
34853,70
34854,71
34855,72
34856,73
34857,74
34858,75
34859,76
34860,77
34861,78
34862,79
34863,80
34864,81
34865,82
34866,83
34867,84
34868,85
34869,86
34870,87
34871,88
34872,89
34873,90
34874,91
34875,92
34876,93
34877,94
34878,95
34879,96
34880,97
34881,98
34882,99
34883,100
34884,112
34885,119
34886,1000
34887,10000
34888,가렵다
34889,가스
34890,가슴
34891,가시
34892,각목
34893,갇히다
34894,감금
34895,감전
34896,강
34897,강남구
34898,강동구
34899,강북구
34900,강서구
34901,강풍
34902,개
34903,거실
34904,걸렸다
34905,결박
34906,경운기
34907,경찰
34908,경찰차
34909,계곡
34910,계단
34911,고속도로
34912,고압전선
34913,고열
34914,고장
34915,부러지다
34916,골절
34917,탈골
34918,곰
34919,공사장
34920,공원
34921,놀이터
34922,공장
34923,관악구
34924,광진구
34925,교통사고
34926,구급대
34927,구급대원
34928,구급차
34929,구로구
34930,구청
34931,구해주세요
34932,귀
34933,금가다
34934,금요일
34935,금천구
34936,급류
34937,기절
34938,기절하다
34939,깔리다
34940,끓는물
34941,남자친구
34942,남편
34943,남학생
34944,납치
34945,낫
34946,낯선남자
34947,낯선사람
34948,낯선여자
34949,내년
34950,내일
34951,냄새나다
34952,노원구
34953,논
34954,농약
34955,누나
34956,누수
34957,누전
34958,누출
34959,눈
34960,다리
34961,다음
34962,달(월)
34963,대문앞
34964,도둑
34965,절도
34966,도로
34967,도봉구
34968,독극물
34969,독버섯
34970,독사
34971,동대문구
34972,동생
34973,동작구
34974,동전
34975,두드러기생기다
34976,뒤
34977,뒤통수
34978,등
34979,딸
34980,떨어지다
34981,쓰러지다
34982,뜨거운물
34983,마당
34984,마포구
34985,말려주세요
34986,말벌
34987,맹견
34988,머리
34989,멧돼지
34990,목
34991,목요일
34992,무너지다
34993,붕괴
34994,무릎
34995,문틈
34996,물
34997,밑에
34998,아래
34999,바다
35000,반점생기다
35001,발
35002,발가락
35003,발목
35004,발작
35005,방망이
35006,밭
35007,배
35008,복부
35009,배고프다
35010,뱀
35011,벌
35012,범람
35013,벼락
35014,병원
35015,보건소
35016,보내주세요(경찰)
35017,보내주세요(구급차)
35018,복통
35019,볼
35020,부엌
35021,불
35022,불나다
35023,붕대
35024,비닐하우스
35025,비상약
35026,빌라
35027,뼈
35028,사이
35029,산
35030,살충제
35031,살해
35032,삼키다
35033,서대문구
35034,서랍
35035,서울시
35036,서초구
35037,선반
35038,선생님
35039,성동구
35040,성북구
35041,성폭행
35042,소방관
35043,소방차
35044,소화기
35045,소화전
35046,손
35047,손가락
35048,손목
35049,송파구
35050,수영장
35051,수요일
35052,술취한 사람
35053,숨을안쉬다
35054,시청
35055,신고하세요(경찰)
35056,심장마비
35057,아기
35058,아이들
35059,어린이
35060,아내
35061,아들
35062,아빠
35063,아저씨
35064,아줌마
35065,아파트
35066,인대
35067,안방
35068,알려주세요
35069,앞
35070,앞집
35071,약국
35072,약사
35073,양천구
35074,어깨
35075,어제
35076,어지러움
35077,언니
35078,얼굴
35079,엄마
35080,엘리베이터
35081,여자친구
35082,여학생
35083,연기
35084,연락해주세요
35085,열
35086,열나다
35087,열어주세요
35088,엽총
35089,영등포구
35090,옆집
35091,옆집 아저씨
35092,옆집 할아버지
35093,옆집사람
35094,옆쪽
35095,오늘
35096,오른쪽
35097,오른쪽-귀
35098,오른쪽-눈
35099,오빠
35100,옥상
35101,올해
35102,왼쪽
35103,왼쪽-귀
35104,왼쪽-눈
35105,욕실
35106,용산구
35107,우리집
35108,운동장
35109,월요일
35110,위
35111,위에
35112,위협
35113,윗집
35114,윗집사람
35115,유리
35116,유치원
35117,유치원 버스
35118,은평구
35119,음식물
35120,응급대원
35121,응급처리
35122,의사
35123,이마
35124,이물질
35125,이번
35126,이상한사람
35127,이웃집
35128,일요일
35129,임산부
35130,임신한아내
35131,자동차
35132,자살
35133,자상
35134,작년
35135,작은방
35136,장난감
35137,장단지
35138,절단
35139,제초제
35140,조난
35141,종로구
35142,주
35143,중구
35144,중랑구
35145,지난
35146,지혈대
35147,진통제
35148,질식
35149,집
35150,집단폭행
35151,차밖
35152,차안
35153,창문
35154,창백하다
35155,체온계
35156,총
35157,추락
35158,축사
35159,출산
35160,출혈
35161,피나다
35162,친구
35163,침수
35164,칼
35165,코
35166,택시
35167,토요일
35168,토하다
35169,통학버스
35170,트랙터
35171,트럭
35172,파도
35173,파편
35174,팔
35175,팔꿈치
35176,폭발
35177,폭탄
35178,폭우
35179,폭행
35180,학교
35181,학생
35182,할머니
35183,할아버지
35184,함몰되다
35185,해(연)
35186,해독제
35187,해열제
35188,허리
35189,허벅지
35190,현관
35191,현관앞
35192,협박
35193,형
35194,호흡곤란
35195,호흡기
35196,홍수
35197,화상
35198,화약
35199,화요일
35200,화장실
35201,화재
35202,0
35203,1
35204,2
35205,3
35206,4
35207,5
35208,6
35209,7
35210,8
35211,9
35212,10
35213,11
35214,12
35215,13
35216,14
35217,15
35218,16
35219,17
35220,18
35221,19
35222,20
35223,21
35224,22
35225,23
35226,24
35227,25
35228,26
35229,27
35230,28
35231,29
35232,30
35233,31
35234,32
35235,33
35236,34
35237,35
35238,36
35239,37
35240,38
35241,39
35242,40
35243,41
35244,42
35245,43
35246,44
35247,45
35248,46
35249,47
35250,48
35251,49
35252,50
35253,51
35254,52
35255,53
35256,54
35257,55
35258,56
35259,57
35260,58
35261,59
35262,60
35263,61
35264,62
35265,63
35266,64
35267,65
35268,66
35269,67
35270,68
35271,69
35272,70
35273,71
35274,72
35275,73
35276,74
35277,75
35278,76
35279,77
35280,78
35281,79
35282,80
35283,81
35284,82
35285,83
35286,84
35287,85
35288,86
35289,87
35290,88
35291,89
35292,90
35293,91
35294,92
35295,93
35296,94
35297,95
35298,96
35299,97
35300,98
35301,99
35302,100
35303,112
35304,119
35305,1000
35306,10000
35307,가렵다
35308,가스
35309,가슴
35310,가시
35311,각목
35312,갇히다
35313,감금
35314,감전
35315,강
35316,강남구
35317,강동구
35318,강북구
35319,강서구
35320,강풍
35321,개
35322,거실
35323,걸렸다
35324,결박
35325,경운기
35326,경찰
35327,경찰차
35328,계곡
35329,계단
35330,고속도로
35331,고압전선
35332,고열
35333,고장
35334,부러지다
35335,골절
35336,탈골
35337,곰
35338,공사장
35339,공원
35340,놀이터
35341,공장
35342,관악구
35343,광진구
35344,교통사고
35345,구급대
35346,구급대원
35347,구급차
35348,구로구
35349,구청
35350,구해주세요
35351,귀
35352,금가다
35353,금요일
35354,금천구
35355,급류
35356,기절
35357,기절하다
35358,깔리다
35359,끓는물
35360,남자친구
35361,남편
35362,남학생
35363,납치
35364,낫
35365,낯선남자
35366,낯선사람
35367,낯선여자
35368,내년
35369,내일
35370,냄새나다
35371,노원구
35372,논
35373,농약
35374,누나
35375,누수
35376,누전
35377,누출
35378,눈
35379,다리
35380,다음
35381,달(월)
35382,대문앞
35383,도둑
35384,절도
35385,도로
35386,도봉구
35387,독극물
35388,독버섯
35389,독사
35390,동대문구
35391,동생
35392,동작구
35393,동전
35394,두드러기생기다
35395,뒤
35396,뒤통수
35397,등
35398,딸
35399,떨어지다
35400,쓰러지다
35401,뜨거운물
35402,마당
35403,마포구
35404,말려주세요
35405,말벌
35406,맹견
35407,머리
35408,멧돼지
35409,목
35410,목요일
35411,무너지다
35412,붕괴
35413,무릎
35414,문틈
35415,물
35416,밑에
35417,아래
35418,바다
35419,반점생기다
35420,발
35421,발가락
35422,발목
35423,발작
35424,방망이
35425,밭
35426,배
35427,복부
35428,배고프다
35429,뱀
35430,벌
35431,범람
35432,벼락
35433,병원
35434,보건소
35435,보내주세요(경찰)
35436,보내주세요(구급차)
35437,복통
35438,볼
35439,부엌
35440,불
35441,불나다
35442,붕대
35443,비닐하우스
35444,비상약
35445,빌라
35446,뼈
35447,사이
35448,산
35449,살충제
35450,살해
35451,삼키다
35452,서대문구
35453,서랍
35454,서울시
35455,서초구
35456,선반
35457,선생님
35458,성동구
35459,성북구
35460,성폭행
35461,소방관
35462,소방차
35463,소화기
35464,소화전
35465,손
35466,손가락
35467,손목
35468,송파구
35469,수영장
35470,수요일
35471,술취한 사람
35472,숨을안쉬다
35473,시청
35474,신고하세요(경찰)
35475,심장마비
35476,아기
35477,아이들
35478,어린이
35479,아내
35480,아들
35481,아빠
35482,아저씨
35483,아줌마
35484,아파트
35485,인대
35486,안방
35487,알려주세요
35488,앞
35489,앞집
35490,약국
35491,약사
35492,양천구
35493,어깨
35494,어제
35495,어지러움
35496,언니
35497,얼굴
35498,엄마
35499,엘리베이터
35500,여자친구
35501,여학생
35502,연기
35503,연락해주세요
35504,열
35505,열나다
35506,열어주세요
35507,엽총
35508,영등포구
35509,옆집
35510,옆집 아저씨
35511,옆집 할아버지
35512,옆집사람
35513,옆쪽
35514,오늘
35515,오른쪽
35516,오른쪽-귀
35517,오른쪽-눈
35518,오빠
35519,옥상
35520,올해
35521,왼쪽
35522,왼쪽-귀
35523,왼쪽-눈
35524,욕실
35525,용산구
35526,우리집
35527,운동장
35528,월요일
35529,위
35530,위에
35531,위협
35532,윗집
35533,윗집사람
35534,유리
35535,유치원
35536,유치원 버스
35537,은평구
35538,음식물
35539,응급대원
35540,응급처리
35541,의사
35542,이마
35543,이물질
35544,이번
35545,이상한사람
35546,이웃집
35547,일요일
35548,임산부
35549,임신한아내
35550,자동차
35551,자살
35552,자상
35553,작년
35554,작은방
35555,장난감
35556,장단지
35557,절단
35558,제초제
35559,조난
35560,종로구
35561,주
35562,중구
35563,중랑구
35564,지난
35565,지혈대
35566,진통제
35567,질식
35568,집
35569,집단폭행
35570,차밖
35571,차안
35572,창문
35573,창백하다
35574,체온계
35575,총
35576,추락
35577,축사
35578,출산
35579,출혈
35580,피나다
35581,친구
35582,침수
35583,칼
35584,코
35585,택시
35586,토요일
35587,토하다
35588,통학버스
35589,트랙터
35590,트럭
35591,파도
35592,파편
35593,팔
35594,팔꿈치
35595,폭발
35596,폭탄
35597,폭우
35598,폭행
35599,학교
35600,학생
35601,할머니
35602,할아버지
35603,함몰되다
35604,해(연)
35605,해독제
35606,해열제
35607,허리
35608,허벅지
35609,현관
35610,현관앞
35611,협박
35612,형
35613,호흡곤란
35614,호흡기
35615,홍수
35616,화상
35617,화약
35618,화요일
35619,화장실
35620,화재
35621,0
35622,1
35623,2
35624,3
35625,4
35626,5
35627,6
35628,7
35629,8
35630,9
35631,10
35632,11
35633,12
35634,13
35635,14
35636,15
35637,16
35638,17
35639,18
35640,19
35641,20
35642,21
35643,22
35644,23
35645,24
35646,25
35647,26
35648,27
35649,28
35650,29
35651,30
35652,31
35653,32
35654,33
35655,34
35656,35
35657,36
35658,37
35659,38
35660,39
35661,40
35662,41
35663,42
35664,43
35665,44
35666,45
35667,46
35668,47
35669,48
35670,49
35671,50
35672,51
35673,52
35674,53
35675,54
35676,55
35677,56
35678,57
35679,58
35680,59
35681,60
35682,61
35683,62
35684,63
35685,64
35686,65
35687,66
35688,67
35689,68
35690,69
35691,70
35692,71
35693,72
35694,73
35695,74
35696,75
35697,76
35698,77
35699,78
35700,79
35701,80
35702,81
35703,82
35704,83
35705,84
35706,85
35707,86
35708,87
35709,88
35710,89
35711,90
35712,91
35713,92
35714,93
35715,94
35716,95
35717,96
35718,97
35719,98
35720,99
35721,100
35722,112
35723,119
35724,1000
35725,10000
35726,가렵다
35727,가스
35728,가슴
35729,가시
35730,각목
35731,갇히다
35732,감금
35733,감전
35734,강
35735,강남구
35736,강동구
35737,강북구
35738,강서구
35739,강풍
35740,개
35741,거실
35742,걸렸다
35743,결박
35744,경운기
35745,경찰
35746,경찰차
35747,계곡
35748,계단
35749,고속도로
35750,고압전선
35751,고열
35752,고장
35753,부러지다
35754,골절
35755,탈골
35756,곰
35757,공사장
35758,공원
35759,놀이터
35760,공장
35761,관악구
35762,광진구
35763,교통사고
35764,구급대
35765,구급대원
35766,구급차
35767,구로구
35768,구청
35769,구해주세요
35770,귀
35771,금가다
35772,금요일
35773,금천구
35774,급류
35775,기절
35776,기절하다
35777,깔리다
35778,끓는물
35779,남자친구
35780,남편
35781,남학생
35782,납치
35783,낫
35784,낯선남자
35785,낯선사람
35786,낯선여자
35787,내년
35788,내일
35789,냄새나다
35790,노원구
35791,논
35792,농약
35793,누나
35794,누수
35795,누전
35796,누출
35797,눈
35798,다리
35799,다음
35800,달(월)
35801,대문앞
35802,도둑
35803,절도
35804,도로
35805,도봉구
35806,독극물
35807,독버섯
35808,독사
35809,동대문구
35810,동생
35811,동작구
35812,동전
35813,두드러기생기다
35814,뒤
35815,뒤통수
35816,등
35817,딸
35818,떨어지다
35819,쓰러지다
35820,뜨거운물
35821,마당
35822,마포구
35823,말려주세요
35824,말벌
35825,맹견
35826,머리
35827,멧돼지
35828,목
35829,목요일
35830,무너지다
35831,붕괴
35832,무릎
35833,문틈
35834,물
35835,밑에
35836,아래
35837,바다
35838,반점생기다
35839,발
35840,발가락
35841,발목
35842,발작
35843,방망이
35844,밭
35845,배
35846,복부
35847,배고프다
35848,뱀
35849,벌
35850,범람
35851,벼락
35852,병원
35853,보건소
35854,보내주세요(경찰)
35855,보내주세요(구급차)
35856,복통
35857,볼
35858,부엌
35859,불
35860,불나다
35861,붕대
35862,비닐하우스
35863,비상약
35864,빌라
35865,뼈
35866,사이
35867,산
35868,살충제
35869,살해
35870,삼키다
35871,서대문구
35872,서랍
35873,서울시
35874,서초구
35875,선반
35876,선생님
35877,성동구
35878,성북구
35879,성폭행
35880,소방관
35881,소방차
35882,소화기
35883,소화전
35884,손
35885,손가락
35886,손목
35887,송파구
35888,수영장
35889,수요일
35890,술취한 사람
35891,숨을안쉬다
35892,시청
35893,신고하세요(경찰)
35894,심장마비
35895,아기
35896,아이들
35897,어린이
35898,아내
35899,아들
35900,아빠
35901,아저씨
35902,아줌마
35903,아파트
35904,인대
35905,안방
35906,알려주세요
35907,앞
35908,앞집
35909,약국
35910,약사
35911,양천구
35912,어깨
35913,어제
35914,어지러움
35915,언니
35916,얼굴
35917,엄마
35918,엘리베이터
35919,여자친구
35920,여학생
35921,연기
35922,연락해주세요
35923,열
35924,열나다
35925,열어주세요
35926,엽총
35927,영등포구
35928,옆집
35929,옆집 아저씨
35930,옆집 할아버지
35931,옆집사람
35932,옆쪽
35933,오늘
35934,오른쪽
35935,오른쪽-귀
35936,오른쪽-눈
35937,오빠
35938,옥상
35939,올해
35940,왼쪽
35941,왼쪽-귀
35942,왼쪽-눈
35943,욕실
35944,용산구
35945,우리집
35946,운동장
35947,월요일
35948,위
35949,위에
35950,위협
35951,윗집
35952,윗집사람
35953,유리
35954,유치원
35955,유치원 버스
35956,은평구
35957,음식물
35958,응급대원
35959,응급처리
35960,의사
35961,이마
35962,이물질
35963,이번
35964,이상한사람
35965,이웃집
35966,일요일
35967,임산부
35968,임신한아내
35969,자동차
35970,자살
35971,자상
35972,작년
35973,작은방
35974,장난감
35975,장단지
35976,절단
35977,제초제
35978,조난
35979,종로구
35980,주
35981,중구
35982,중랑구
35983,지난
35984,지혈대
35985,진통제
35986,질식
35987,집
35988,집단폭행
35989,차밖
35990,차안
35991,창문
35992,창백하다
35993,체온계
35994,총
35995,추락
35996,축사
35997,출산
35998,출혈
35999,피나다
36000,친구
36001,침수
36002,칼
36003,코
36004,택시
36005,토요일
36006,토하다
36007,통학버스
36008,트랙터
36009,트럭
36010,파도
36011,파편
36012,팔
36013,팔꿈치
36014,폭발
36015,폭탄
36016,폭우
36017,폭행
36018,학교
36019,학생
36020,할머니
36021,할아버지
36022,함몰되다
36023,해(연)
36024,해독제
36025,해열제
36026,허리
36027,허벅지
36028,현관
36029,현관앞
36030,협박
36031,형
36032,호흡곤란
36033,호흡기
36034,홍수
36035,화상
36036,화약
36037,화요일
36038,화장실
36039,화재
36040,0
36041,1
36042,2
36043,3
36044,4
36045,5
36046,6
36047,7
36048,8
36049,9
36050,10
36051,11
36052,12
36053,13
36054,14
36055,15
36056,16
36057,17
36058,18
36059,19
36060,20
36061,21
36062,22
36063,23
36064,24
36065,25
36066,26
36067,27
36068,28
36069,29
36070,30
36071,31
36072,32
36073,33
36074,34
36075,35
36076,36
36077,37
36078,38
36079,39
36080,40
36081,41
36082,42
36083,43
36084,44
36085,45
36086,46
36087,47
36088,48
36089,49
36090,50
36091,51
36092,52
36093,53
36094,54
36095,55
36096,56
36097,57
36098,58
36099,59
36100,60
36101,61
36102,62
36103,63
36104,64
36105,65
36106,66
36107,67
36108,68
36109,69
36110,70
36111,71
36112,72
36113,73
36114,74
36115,75
36116,76
36117,77
36118,78
36119,79
36120,80
36121,81
36122,82
36123,83
36124,84
36125,85
36126,86
36127,87
36128,88
36129,89
36130,90
36131,91
36132,92
36133,93
36134,94
36135,95
36136,96
36137,97
36138,98
36139,99
36140,100
36141,112
36142,119
36143,1000
36144,10000
36145,가렵다
36146,가스
36147,가슴
36148,가시
36149,각목
36150,갇히다
36151,감금
36152,감전
36153,강
36154,강남구
36155,강동구
36156,강북구
36157,강서구
36158,강풍
36159,개
36160,거실
36161,걸렸다
36162,결박
36163,경운기
36164,경찰
36165,경찰차
36166,계곡
36167,계단
36168,고속도로
36169,고압전선
36170,고열
36171,고장
36172,부러지다
36173,골절
36174,탈골
36175,곰
36176,공사장
36177,공원
36178,놀이터
36179,공장
36180,관악구
36181,광진구
36182,교통사고
36183,구급대
36184,구급대원
36185,구급차
36186,구로구
36187,구청
36188,구해주세요
36189,귀
36190,금가다
36191,금요일
36192,금천구
36193,급류
36194,기절
36195,기절하다
36196,깔리다
36197,끓는물
36198,남자친구
36199,남편
36200,남학생
36201,납치
36202,낫
36203,낯선남자
36204,낯선사람
36205,낯선여자
36206,내년
36207,내일
36208,냄새나다
36209,노원구
36210,논
36211,농약
36212,누나
36213,누수
36214,누전
36215,누출
36216,눈
36217,다리
36218,다음
36219,달(월)
36220,대문앞
36221,도둑
36222,절도
36223,도로
36224,도봉구
36225,독극물
36226,독버섯
36227,독사
36228,동대문구
36229,동생
36230,동작구
36231,동전
36232,두드러기생기다
36233,뒤
36234,뒤통수
36235,등
36236,딸
36237,떨어지다
36238,쓰러지다
36239,뜨거운물
36240,마당
36241,마포구
36242,말려주세요
36243,말벌
36244,맹견
36245,머리
36246,멧돼지
36247,목
36248,목요일
36249,무너지다
36250,붕괴
36251,무릎
36252,문틈
36253,물
36254,밑에
36255,아래
36256,바다
36257,반점생기다
36258,발
36259,발가락
36260,발목
36261,발작
36262,방망이
36263,밭
36264,배
36265,복부
36266,배고프다
36267,뱀
36268,벌
36269,범람
36270,벼락
36271,병원
36272,보건소
36273,보내주세요(경찰)
36274,보내주세요(구급차)
36275,복통
36276,볼
36277,부엌
36278,불
36279,불나다
36280,붕대
36281,비닐하우스
36282,비상약
36283,빌라
36284,뼈
36285,사이
36286,산
36287,살충제
36288,살해
36289,삼키다
36290,서대문구
36291,서랍
36292,서울시
36293,서초구
36294,선반
36295,선생님
36296,성동구
36297,성북구
36298,성폭행
36299,소방관
36300,소방차
36301,소화기
36302,소화전
36303,손
36304,손가락
36305,손목
36306,송파구
36307,수영장
36308,수요일
36309,술취한 사람
36310,숨을안쉬다
36311,시청
36312,신고하세요(경찰)
36313,심장마비
36314,아기
36315,아이들
36316,어린이
36317,아내
36318,아들
36319,아빠
36320,아저씨
36321,아줌마
36322,아파트
36323,인대
36324,안방
36325,알려주세요
36326,앞
36327,앞집
36328,약국
